asin,categories,description,reviewerID,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
B000NY11RY,"[['Books', 'Literature & Fiction', 'Contemporary'], ['Books', 'Literature & Fiction', 'Erotica'], ['Books', 'Literature & Fiction', 'United States'], ['Books', 'Romance', 'Contemporary'], ['Kindle Store', 'Kindle eBooks', 'Literature & Fiction', 'Contemporary Fiction', 'American'], ['Kindle Store', 'Kindle eBooks', 'Literature & Fiction', 'Contemporary Fiction', 'Literary'], ['Kindle Store', 'Kindle eBooks', 'Literature & Fiction', 'Contemporary Fiction', 'Romance'], ['Kindle Store', 'Kindle eBooks', 'Literature & Fiction', 'Erotica', 'Romantic Erotica'], ['Kindle Store', 'Kindle eBooks', 'Romance', 'Contemporary']]","In these three erotic novellas about a trio of girlfriends experiencing all that Napa wine country has to offer-especially the men-erotica newcomer Andre (Take Me) makes sure each woman is fiercely her own, complete with convincing backstories and particular neuroses. Prim-and-proper Carrie has just turned down a calculated proposal from one of San Francisco's elite, full-figured Rose has just been dumped for a thinner woman, and sex-obsessed Vanessa is just looking for a little distraction. Scenarios that could easily have been trod with reckless sexual abandon, however, give way to sweet, sensual, empowered stories enveloped in heady romance. Andre scores with her subtle use of Napa Valley food, wine and atmosphere, making her stories that much more delicious. Unfortunately, they all follow the same structure, and it quickly becomes clear that each woman is playing for keeps, not a roll in the hay. Though her erotic possibilities are hedged in by the spicy-but-safe formula, and readers may lose interest before they can finish their second helping, Andre provides some escapist fare for sentimental genre fans.Copyright &#xa9; Reed Business Information, a division of Reed Elsevier Inc. All rights reserved.",AFVQZQ8PW0L,Harriet Klausner,"[4, 5]","""Tempt Me"".  Carrie rejects wealthy James' proposal of marriage.  Instead she goes into wine country with her best friends Rose and Vanessa.  In Napa she meets winemaker Tyson who to her delight and shock she wants to join in his ""cave"".""Taste Me"".  Though dumping Elliot at a monster truck rally, Rose feels good about herself and her voluptuous build as she relaxes at the Napa Valley Hotel and Spa.  When she wins the grand prize of a private cooking session with renowned Chef Jack, it is not food they crave when they meet.""Touch Me"".  Vanessa sees a painting that she wants to buy, but Sam the artist refuses to give her money for it.  Instead he demands much more from her as he knows instantly he must paint her.  He asks for three days to paint her portrait and in return the painting is hers.  What he hides from her is that he knows he has found his lifetime muse even if she denies love exists; he has three days to persuade her otherwise.These are three terrific erotic romances starring full blooded (well the males in many scenes have the blood rushing to their lower heads) characters who turn this into a Bella delightful compilation.Harriet Klausner",5.0,three terrific erotic romances,1168041600,"01 6, 2007"
B000NY11RY,"[['Books', 'Literature & Fiction', 'Contemporary'], ['Books', 'Literature & Fiction', 'Erotica'], ['Books', 'Literature & Fiction', 'United States'], ['Books', 'Romance', 'Contemporary'], ['Kindle Store', 'Kindle eBooks', 'Literature & Fiction', 'Contemporary Fiction', 'American'], ['Kindle Store', 'Kindle eBooks', 'Literature & Fiction', 'Contemporary Fiction', 'Literary'], ['Kindle Store', 'Kindle eBooks', 'Literature & Fiction', 'Contemporary Fiction', 'Romance'], ['Kindle Store', 'Kindle eBooks', 'Literature & Fiction', 'Erotica', 'Romantic Erotica'], ['Kindle Store', 'Kindle eBooks', 'Romance', 'Contemporary']]","In these three erotic novellas about a trio of girlfriends experiencing all that Napa wine country has to offer-especially the men-erotica newcomer Andre (Take Me) makes sure each woman is fiercely her own, complete with convincing backstories and particular neuroses. Prim-and-proper Carrie has just turned down a calculated proposal from one of San Francisco's elite, full-figured Rose has just been dumped for a thinner woman, and sex-obsessed Vanessa is just looking for a little distraction. Scenarios that could easily have been trod with reckless sexual abandon, however, give way to sweet, sensual, empowered stories enveloped in heady romance. Andre scores with her subtle use of Napa Valley food, wine and atmosphere, making her stories that much more delicious. Unfortunately, they all follow the same structure, and it quickly becomes clear that each woman is playing for keeps, not a roll in the hay. Though her erotic possibilities are hedged in by the spicy-but-safe formula, and readers may lose interest before they can finish their second helping, Andre provides some escapist fare for sentimental genre fans.Copyright &#xa9; Reed Business Information, a division of Reed Elsevier Inc. All rights reserved.",A2AC0R7G71RP5C,Kiki,"[0, 0]","I this book was great. I loved it. I have read every book that Bella Andre has written, This book is about 3 friends & how they find love. You will not be able to put it down.",5.0,love Bella Andre !!!!,1354752000,"12 6, 2012"
B000NY11RY,"[['Books', 'Literature & Fiction', 'Contemporary'], ['Books', 'Literature & Fiction', 'Erotica'], ['Books', 'Literature & Fiction', 'United States'], ['Books', 'Romance', 'Contemporary'], ['Kindle Store', 'Kindle eBooks', 'Literature & Fiction', 'Contemporary Fiction', 'American'], ['Kindle Store', 'Kindle eBooks', 'Literature & Fiction', 'Contemporary Fiction', 'Literary'], ['Kindle Store', 'Kindle eBooks', 'Literature & Fiction', 'Contemporary Fiction', 'Romance'], ['Kindle Store', 'Kindle eBooks', 'Literature & Fiction', 'Erotica', 'Romantic Erotica'], ['Kindle Store', 'Kindle eBooks', 'Romance', 'Contemporary']]","In these three erotic novellas about a trio of girlfriends experiencing all that Napa wine country has to offer-especially the men-erotica newcomer Andre (Take Me) makes sure each woman is fiercely her own, complete with convincing backstories and particular neuroses. Prim-and-proper Carrie has just turned down a calculated proposal from one of San Francisco's elite, full-figured Rose has just been dumped for a thinner woman, and sex-obsessed Vanessa is just looking for a little distraction. Scenarios that could easily have been trod with reckless sexual abandon, however, give way to sweet, sensual, empowered stories enveloped in heady romance. Andre scores with her subtle use of Napa Valley food, wine and atmosphere, making her stories that much more delicious. Unfortunately, they all follow the same structure, and it quickly becomes clear that each woman is playing for keeps, not a roll in the hay. Though her erotic possibilities are hedged in by the spicy-but-safe formula, and readers may lose interest before they can finish their second helping, Andre provides some escapist fare for sentimental genre fans.Copyright &#xa9; Reed Business Information, a division of Reed Elsevier Inc. All rights reserved.",A1O0MYEXZBV208,Mia,"[0, 0]","I love Bella Andre and cannot wait for more of the Sullivan's...she promised that this summer she would continue with the series....I have read them all twice and will read them all again....The Sullivan men are so handsome and such regal gentlemen....a woman loves to believe that there is really a man out there that is just like them...Rich and yet honorable and so sexy and so understanding...they actually can feel what they're loved one is going through and doesn't make her wrong and always strives to make it right and wonderul...of course the &#34;sex&#34; scenes are amazing and yet so believable....Ms. Andre, I am waiting for more of your wonderful and talented imagination to be put in print...",5.0,The Queen of Love and Lust.,1368489600,"05 14, 2013"
B000NY11RY,"[['Books', 'Literature & Fiction', 'Contemporary'], ['Books', 'Literature & Fiction', 'Erotica'], ['Books', 'Literature & Fiction', 'United States'], ['Books', 'Romance', 'Contemporary'], ['Kindle Store', 'Kindle eBooks', 'Literature & Fiction', 'Contemporary Fiction', 'American'], ['Kindle Store', 'Kindle eBooks', 'Literature & Fiction', 'Contemporary Fiction', 'Literary'], ['Kindle Store', 'Kindle eBooks', 'Literature & Fiction', 'Contemporary Fiction', 'Romance'], ['Kindle Store', 'Kindle eBooks', 'Literature & Fiction', 'Erotica', 'Romantic Erotica'], ['Kindle Store', 'Kindle eBooks', 'Romance', 'Contemporary']]","In these three erotic novellas about a trio of girlfriends experiencing all that Napa wine country has to offer-especially the men-erotica newcomer Andre (Take Me) makes sure each woman is fiercely her own, complete with convincing backstories and particular neuroses. Prim-and-proper Carrie has just turned down a calculated proposal from one of San Francisco's elite, full-figured Rose has just been dumped for a thinner woman, and sex-obsessed Vanessa is just looking for a little distraction. Scenarios that could easily have been trod with reckless sexual abandon, however, give way to sweet, sensual, empowered stories enveloped in heady romance. Andre scores with her subtle use of Napa Valley food, wine and atmosphere, making her stories that much more delicious. Unfortunately, they all follow the same structure, and it quickly becomes clear that each woman is playing for keeps, not a roll in the hay. Though her erotic possibilities are hedged in by the spicy-but-safe formula, and readers may lose interest before they can finish their second helping, Andre provides some escapist fare for sentimental genre fans.Copyright &#xa9; Reed Business Information, a division of Reed Elsevier Inc. All rights reserved.",A320TMDV6KCFU,MNix,"[11, 12]","Tempt Me:The next day after dumping her seemingly perfect boyfriend, Carrie and her friends take a trip to the Napa Valley.  While her ex seemed perfect until the moment he proposed, the closer she gets to the wine country, the more Carrie realizes how close she came to making a huge mistake.  And when Carrie meets, Tyson, a handsome winemaker, she sees what perfect really is.Taste Me:Full-figured Rose knows what it feels like to be dumped.  Just before her trip to the Napa Valley, her boyfriend dumps her for a much thinner woman.  When she arrives at the hotel, she is surprised to win a weekend of cooking lessons with the delectable chef, Jack Gerard.  And Jack finds Rose's voluptuous curves delicious.Touch Me:Vanessa knows what she wants and knows how to get it.  When she sees a painting she desires, she'll stop at nothing to get it.  If it means taking on a gorgeous and sexy artist struggling to show his immunity to her wiles, so be it.Tempt Me, Taste Me, Touch Me by Bella Andre is a collection of three erotically charged novellas that will leave you panting for more!  I devoured all three in the course of an evening and fell asleep with a satisfied smile on my face.  I loved them all.  Of the three, my favorite was Taste Me.  I am a fan of rubenesque heroines and adore the men that love them.  In Touch me, Taste Me, Touch Me, Bella Andre delivers three erotic novellas that appeal to the romantic in us all.AnnmarieReviewed for Joyfully Reviewed",5.0,"Tempt Me, Taste Me, Touch Me",1167955200,"01 5, 2007"
B000NY11RY,"[['Books', 'Literature & Fiction', 'Contemporary'], ['Books', 'Literature & Fiction', 'Erotica'], ['Books', 'Literature & Fiction', 'United States'], ['Books', 'Romance', 'Contemporary'], ['Kindle Store', 'Kindle eBooks', 'Literature & Fiction', 'Contemporary Fiction', 'American'], ['Kindle Store', 'Kindle eBooks', 'Literature & Fiction', 'Contemporary Fiction', 'Literary'], ['Kindle Store', 'Kindle eBooks', 'Literature & Fiction', 'Contemporary Fiction', 'Romance'], ['Kindle Store', 'Kindle eBooks', 'Literature & Fiction', 'Erotica', 'Romantic Erotica'], ['Kindle Store', 'Kindle eBooks', 'Romance', 'Contemporary']]","In these three erotic novellas about a trio of girlfriends experiencing all that Napa wine country has to offer-especially the men-erotica newcomer Andre (Take Me) makes sure each woman is fiercely her own, complete with convincing backstories and particular neuroses. Prim-and-proper Carrie has just turned down a calculated proposal from one of San Francisco's elite, full-figured Rose has just been dumped for a thinner woman, and sex-obsessed Vanessa is just looking for a little distraction. Scenarios that could easily have been trod with reckless sexual abandon, however, give way to sweet, sensual, empowered stories enveloped in heady romance. Andre scores with her subtle use of Napa Valley food, wine and atmosphere, making her stories that much more delicious. Unfortunately, they all follow the same structure, and it quickly becomes clear that each woman is playing for keeps, not a roll in the hay. Though her erotic possibilities are hedged in by the spicy-but-safe formula, and readers may lose interest before they can finish their second helping, Andre provides some escapist fare for sentimental genre fans.Copyright &#xa9; Reed Business Information, a division of Reed Elsevier Inc. All rights reserved.",A13G5OBZQ843I0,"N da Know ""CC""","[1, 2]","this book is a good read, but not at this price.  I am a very avid reader and have read a lot of books by Bella Andre, however there is no way anyone should pay this price for a paperback with 300 pages.  Her other recently released books are too expensive as well at over $8.  Believe there are a tremendous number of great writers equal to or better and at 25-0% of the cost.",1.0,price is ridiculous,1386979200,"12 14, 2013"
B000NY11RY,"[['Books', 'Literature & Fiction', 'Contemporary'], ['Books', 'Literature & Fiction', 'Erotica'], ['Books', 'Literature & Fiction', 'United States'], ['Books', 'Romance', 'Contemporary'], ['Kindle Store', 'Kindle eBooks', 'Literature & Fiction', 'Contemporary Fiction', 'American'], ['Kindle Store', 'Kindle eBooks', 'Literature & Fiction', 'Contemporary Fiction', 'Literary'], ['Kindle Store', 'Kindle eBooks', 'Literature & Fiction', 'Contemporary Fiction', 'Romance'], ['Kindle Store', 'Kindle eBooks', 'Literature & Fiction', 'Erotica', 'Romantic Erotica'], ['Kindle Store', 'Kindle eBooks', 'Romance', 'Contemporary']]","In these three erotic novellas about a trio of girlfriends experiencing all that Napa wine country has to offer-especially the men-erotica newcomer Andre (Take Me) makes sure each woman is fiercely her own, complete with convincing backstories and particular neuroses. Prim-and-proper Carrie has just turned down a calculated proposal from one of San Francisco's elite, full-figured Rose has just been dumped for a thinner woman, and sex-obsessed Vanessa is just looking for a little distraction. Scenarios that could easily have been trod with reckless sexual abandon, however, give way to sweet, sensual, empowered stories enveloped in heady romance. Andre scores with her subtle use of Napa Valley food, wine and atmosphere, making her stories that much more delicious. Unfortunately, they all follow the same structure, and it quickly becomes clear that each woman is playing for keeps, not a roll in the hay. Though her erotic possibilities are hedged in by the spicy-but-safe formula, and readers may lose interest before they can finish their second helping, Andre provides some escapist fare for sentimental genre fans.Copyright &#xa9; Reed Business Information, a division of Reed Elsevier Inc. All rights reserved.",A2QVPG08BW5373,Steffi Kim,"[0, 0]","Wine and romance perfect combo Bella Andre delivers again, a story of three friends all escaping the daily life of the city and each indulging in their weekend getaway with three men who know how to break down the walls around their hearts. Each struggle with the new found love they have in men know how to  wine country after disastrous relationships make them second guess themselves but three Napa men prove to them that a second chance is nothing to be afraid of.",5.0,Romantic in Napa,1390780800,"01 27, 2014"
B000NY11RY,"[['Books', 'Literature & Fiction', 'Contemporary'], ['Books', 'Literature & Fiction', 'Erotica'], ['Books', 'Literature & Fiction', 'United States'], ['Books', 'Romance', 'Contemporary'], ['Kindle Store', 'Kindle eBooks', 'Literature & Fiction', 'Contemporary Fiction', 'American'], ['Kindle Store', 'Kindle eBooks', 'Literature & Fiction', 'Contemporary Fiction', 'Literary'], ['Kindle Store', 'Kindle eBooks', 'Literature & Fiction', 'Contemporary Fiction', 'Romance'], ['Kindle Store', 'Kindle eBooks', 'Literature & Fiction', 'Erotica', 'Romantic Erotica'], ['Kindle Store', 'Kindle eBooks', 'Romance', 'Contemporary']]","In these three erotic novellas about a trio of girlfriends experiencing all that Napa wine country has to offer-especially the men-erotica newcomer Andre (Take Me) makes sure each woman is fiercely her own, complete with convincing backstories and particular neuroses. Prim-and-proper Carrie has just turned down a calculated proposal from one of San Francisco's elite, full-figured Rose has just been dumped for a thinner woman, and sex-obsessed Vanessa is just looking for a little distraction. Scenarios that could easily have been trod with reckless sexual abandon, however, give way to sweet, sensual, empowered stories enveloped in heady romance. Andre scores with her subtle use of Napa Valley food, wine and atmosphere, making her stories that much more delicious. Unfortunately, they all follow the same structure, and it quickly becomes clear that each woman is playing for keeps, not a roll in the hay. Though her erotic possibilities are hedged in by the spicy-but-safe formula, and readers may lose interest before they can finish their second helping, Andre provides some escapist fare for sentimental genre fans.Copyright &#xa9; Reed Business Information, a division of Reed Elsevier Inc. All rights reserved.",AWBGWYHRMRDS0,Victoria Fitzgerald,"[0, 0]","Each story could be expanded to a stand alone novel.  The characters were unique and all likeable.  Steamy romance, humor and drama---a winning trifecta!",5.0,Loved this!,1354665600,"12 5, 2012"
B000OI0FGC,"[['Books', 'Literature & Fiction'], ['Books', 'Mystery, Thriller & Suspense', 'Thrillers & Suspense', 'Suspense'], ['Kindle Store', 'Kindle eBooks', 'Mystery, Thriller & Suspense', 'Suspense'], ['Kindle Store', 'Kindle eBooks', 'Romance']]",0,A1ZB76AWWNTAJH,Char,"[0, 0]","Didn't want to put it down, love going right into the next sequel. I will be keeping an eye out for more of his work.",5.0,More Like This,1364083200,"03 24, 2013"
B000OI0FGC,"[['Books', 'Literature & Fiction'], ['Books', 'Mystery, Thriller & Suspense', 'Thrillers & Suspense', 'Suspense'], ['Kindle Store', 'Kindle eBooks', 'Mystery, Thriller & Suspense', 'Suspense'], ['Kindle Store', 'Kindle eBooks', 'Romance']]",0,A2I7APDCX6XEAL,ChinaRose,"[1, 1]","I did not purchase these books in a bundle, however have read all of them.  I start and could not put the book down till the end.  Kava is a gifted writer with an awesome imagination.  Cornwell, Patterson, Reich, etc. fans should be instantly addicted, as I am.  Enjoy. ;o)",5.0,"Crime Thriller Junkies - Get comfy & prepare for non-stop action, suspense full mystey ride!",1341619200,"07 7, 2012"
B000OI0FGC,"[['Books', 'Literature & Fiction'], ['Books', 'Mystery, Thriller & Suspense', 'Thrillers & Suspense', 'Suspense'], ['Kindle Store', 'Kindle eBooks', 'Mystery, Thriller & Suspense', 'Suspense'], ['Kindle Store', 'Kindle eBooks', 'Romance']]",0,A34GRM8H5DBFZQ,judy,"[0, 0]","I started these in the order they were written, not that it matters, just my choice.  Each one was better than the one before.  I don't like to divulge too much info as it spoils the read sometimes.  The brief descriptions give me enough to go on as to whether I want to read a book or not.  These were really page turners and just when you thought you knew, you were wrong...or were you.  I really enjoyed these and look forward to more.",5.0,Page turning bundle,1395187200,"03 19, 2014"
B000OI0FGC,"[['Books', 'Literature & Fiction'], ['Books', 'Mystery, Thriller & Suspense', 'Thrillers & Suspense', 'Suspense'], ['Kindle Store', 'Kindle eBooks', 'Mystery, Thriller & Suspense', 'Suspense'], ['Kindle Store', 'Kindle eBooks', 'Romance']]",0,A1K92E06N7OTWJ,Kathleen T. DeShong,"[0, 0]","I thoroughly enjoyed the first five Maggie O'Dell novels, and the bonus novel bundled in was good. I think in the future, I won't buy bundled novels because I didn't have the advantage of &#34;x-ray&#34; on my kindle, which I REALLY like. Anyone who like murder mysteries and hasn't read Alex Kava, I strongly recommend.",5.0,Did I save anything by bundling?,1379721600,"09 21, 2013"
B000OI0FGC,"[['Books', 'Literature & Fiction'], ['Books', 'Mystery, Thriller & Suspense', 'Thrillers & Suspense', 'Suspense'], ['Kindle Store', 'Kindle eBooks', 'Mystery, Thriller & Suspense', 'Suspense'], ['Kindle Store', 'Kindle eBooks', 'Romance']]",0,A3OITRNUELR82W,Lynn Shaw/2 Girls &amp; A Book,"[0, 0]","Great value for the money.  I am a fan of the author and when i got a kindle it was one of my first purchases.  I had read a few of the books in the collection years ago, but this way i got to re-read and it didnt cost a fortune.",5.0,Awesome Deal!,1349654400,"10 8, 2012"
B000OI0FGC,"[['Books', 'Literature & Fiction'], ['Books', 'Mystery, Thriller & Suspense', 'Thrillers & Suspense', 'Suspense'], ['Kindle Store', 'Kindle eBooks', 'Mystery, Thriller & Suspense', 'Suspense'], ['Kindle Store', 'Kindle eBooks', 'Romance']]",0,A1VQRFOIWS5ZWC,"Terry A. Wells ""anyasgma""","[7, 7]","Just finished reading all of Kava's books; they were very good!  I am not a book critic; but what I can say is the entire lot of her books were entertaining and held my interest.  Anytime I pick up a book and read instead of doing something else in my free time is saying something!  Kava, Garnder, Gerritssen, Gagnon what a list of great reads for anyone that enjoys these types of stories....And the bundle provieds the ability to acquire six of her books for a good price!",5.0,Great Bundle of Books!,1286755200,"10 11, 2010"
B000OI11GK,"[['Books', 'Literature & Fiction'], ['Books', 'Romance', 'Contemporary'], ['Books', 'Romance', 'Western'], ['Kindle Store', 'Kindle eBooks', 'Romance']]",0,A2C7Y9VZ9OYRT1,Amazon Customer,"[0, 0]",Great story. This author is really good. First time reading her. Can't wait to pick up this storyline with the next McKettrick!,5.0,McKettricks Bundle,1357171200,"01 3, 2013"
B000OI11GK,"[['Books', 'Literature & Fiction'], ['Books', 'Romance', 'Contemporary'], ['Books', 'Romance', 'Western'], ['Kindle Store', 'Kindle eBooks', 'Romance']]",0,A2KGJSAX70M0C2,"C.Mason ""Lacy""","[7, 8]",I've been reading my way through this series and these were as good as the others and the price made them even better.,5.0,Great stories and three books for a low price.,1315872000,"09 13, 2011"
B000OI11GK,"[['Books', 'Literature & Fiction'], ['Books', 'Romance', 'Contemporary'], ['Books', 'Romance', 'Western'], ['Kindle Store', 'Kindle eBooks', 'Romance']]",0,A1E9IP7DGY1QB3,"Deb  Morgan ""Debbie M Valente""","[0, 0]","Modern western romance at its best.  All poignant stories, at a great price.  Jesse, Keegan and Rance --- all three stories are great and the characters come alive!",5.0,McKettrick men and women  RULE!,1392508800,"02 16, 2014"
B000OI11GK,"[['Books', 'Literature & Fiction'], ['Books', 'Romance', 'Contemporary'], ['Books', 'Romance', 'Western'], ['Kindle Store', 'Kindle eBooks', 'Romance']]",0,A2JVQ0QSQRK8RC,Karin Hurt,"[0, 0]","And I don't know how many more times I will read it. One thing is for certain this author could write the phone book and it would be a runaway best seller. I started reading the McKettricks sagas starting in the 1800 with Angus McKettrich and have loved them all. The writing is excellent the characters are described with a depth few authors are able to describe characters  with. For some reason in this three part series starting with Rance in ""McKettrick's Pride"", Jesse in ""McKettrick's luck and finally Keegan in ""McKettrick's Heart""' Keegan's character grips your heart, his pain becomes your pain and when joy finally finds him it becomes your joy. I have enjoyed getting to know them all but for some reason Keegan has stayed in my heart.",5.0,I can't remember how many times I have read that book,1387411200,"12 19, 2013"
B000OI11GK,"[['Books', 'Literature & Fiction'], ['Books', 'Romance', 'Contemporary'], ['Books', 'Romance', 'Western'], ['Kindle Store', 'Kindle eBooks', 'Romance']]",0,A2P8D53GQNKDYZ,"Michelle Hernandez ""Purchasing Coordinator""","[0, 0]","Awesome trio of books. If you love cc cowboys in modern day & err romance, then you will definitely enjoy these stories.",5.0,Great read,1365811200,"04 13, 2013"
B000OI11GK,"[['Books', 'Literature & Fiction'], ['Books', 'Romance', 'Contemporary'], ['Books', 'Romance', 'Western'], ['Kindle Store', 'Kindle eBooks', 'Romance']]",0,A2K82X59MUSTI2,Sheri Vernon,"[0, 0]",My only dislike was that the books ended to soon. Linda Lael Miller knows how to keep you interested. Love this author.,5.0,McKettricksBundle great read,1360108800,"02 6, 2013"
B000PATZGK,"[['Kindle Store', 'Kindle Magazines', 'News, Politics & Opinion']]","America's oldest and most widely read weekly journal of progressive political and cultural news, opinion and analysis, The Nation will not be the organ of any party, sect, or body. It will, on the contrary, make an earnest effort to bring to the discussion of political and social questions a really critical spirit, and to wage war upon the vices of violence, exaggeration, and misrepresentation by which so much of the political writing of the day is marred.The Kindle Edition of The Nation contains most articles found in the print edition, but will not include all images. For your convenience, issues are auto-delivered wirelessly to your Kindle at the same time the print edition hits the newsstand.",A2863YDJSI0YBV,"Amazon Customer ""Faith""","[7, 7]","The information/stories/articles of The Nation are always interesting and the magazine is worth the $1.99.  My only problem is the layout - the kindle format is often hard to maneuver and difficult on the eyes.  Reading it on my phone is so much better as the layout is like reading a book.I also wish I was able to highlight and make notes just as I can when reading a book.  Also, you can't tap on a word to look up the meaning.",3.0,Information always worth reading,1336089600,"05 4, 2012"
B000PATZGK,"[['Kindle Store', 'Kindle Magazines', 'News, Politics & Opinion']]","America's oldest and most widely read weekly journal of progressive political and cultural news, opinion and analysis, The Nation will not be the organ of any party, sect, or body. It will, on the contrary, make an earnest effort to bring to the discussion of political and social questions a really critical spirit, and to wage war upon the vices of violence, exaggeration, and misrepresentation by which so much of the political writing of the day is marred.The Kindle Edition of The Nation contains most articles found in the print edition, but will not include all images. For your convenience, issues are auto-delivered wirelessly to your Kindle at the same time the print edition hits the newsstand.",A3HQAPXAJV7PRX,Diane Kistner,"[105, 107]","Because there really are very few good liberal/progressive publications available for the Kindle (or anywhere, for that matter), I subscribe to/support two ""political"" Kindle periodicals, The Nation and DailyKos. (For the more right-wing fare, I go read it free online.)The Nation's issues are well organized, sometimes thematically linked, and the articles well written with ample depth. I find myself learning about global issues that normally are not even touched on in the usual ""lowest common denominator"" fare on TV. Happenings in the arts and sciences are also covered.The Nation comes out once a week, which I find to be a good rate of publication for a magazine of this type. You don't get the breathless ""breaking news"" type of reporting (a la Wolf Blitzer) in The Nation, which I find refreshing, but the issues are current and usually of considerable importance. The editors have time to be editors and the writers have time to do their homework. It's a more measured, intelligent approach to the world than we've gotten used to with cable news and screaming-head blogs.I do not find The Nation to be all that left-wing. On the contrary, I find a balance of perspectives from left (mostly left-of-center) to center-right. Importantly, there are no ""Screaming of the Extremists"" portions. There are well-articulated viewpoints and the occasional intelligent debate. I'd like to see more of that tone in our general discourse.The Nation works great on the Kindle, and I find it very easy to get around each issue. So far, I have not encountered any typos either! I appreciate the work that goes into each issue.",4.0,"Indepth articles and reviews, interesting content",1218326400,"08 10, 2008"
B000PATZGK,"[['Kindle Store', 'Kindle Magazines', 'News, Politics & Opinion']]","America's oldest and most widely read weekly journal of progressive political and cultural news, opinion and analysis, The Nation will not be the organ of any party, sect, or body. It will, on the contrary, make an earnest effort to bring to the discussion of political and social questions a really critical spirit, and to wage war upon the vices of violence, exaggeration, and misrepresentation by which so much of the political writing of the day is marred.The Kindle Edition of The Nation contains most articles found in the print edition, but will not include all images. For your convenience, issues are auto-delivered wirelessly to your Kindle at the same time the print edition hits the newsstand.",A2JXTY2D9RAHUC,Kathleen Williams,"[1, 1]",I have been a fan of the Nation for many years and am thrilled to be able to have a digital subscription!,5.0,Awesome,1393459200,"02 27, 2014"
B000PATZGK,"[['Kindle Store', 'Kindle Magazines', 'News, Politics & Opinion']]","America's oldest and most widely read weekly journal of progressive political and cultural news, opinion and analysis, The Nation will not be the organ of any party, sect, or body. It will, on the contrary, make an earnest effort to bring to the discussion of political and social questions a really critical spirit, and to wage war upon the vices of violence, exaggeration, and misrepresentation by which so much of the political writing of the day is marred.The Kindle Edition of The Nation contains most articles found in the print edition, but will not include all images. For your convenience, issues are auto-delivered wirelessly to your Kindle at the same time the print edition hits the newsstand.",A3K24XG2HBT7XU,Ray Bellotti,"[0, 1]",Not for the casual reader.  Very opinionated content  Spend a few hours getting a new perspective  Expensive subscription but entertainng,5.0,Opinionated Commentary,1381104000,"10 7, 2013"
B000PATZGK,"[['Kindle Store', 'Kindle Magazines', 'News, Politics & Opinion']]","America's oldest and most widely read weekly journal of progressive political and cultural news, opinion and analysis, The Nation will not be the organ of any party, sect, or body. It will, on the contrary, make an earnest effort to bring to the discussion of political and social questions a really critical spirit, and to wage war upon the vices of violence, exaggeration, and misrepresentation by which so much of the political writing of the day is marred.The Kindle Edition of The Nation contains most articles found in the print edition, but will not include all images. For your convenience, issues are auto-delivered wirelessly to your Kindle at the same time the print edition hits the newsstand.",A1BPV2HAZ19MDY,Rolling With Husky,"[2, 3]","I like the Nation magazine, but I zoomed as much as I could and the type was so tiny it was not readable for me. I have great difficulty reading small type, it makes my eyes ache and gives me headaches. For me, this was not a viable option for reading on Kindle. I was glad I purchased just one  issue, rather than subscribing as I intended to do. Others might not have this difficulty, but for me, it just didn't work.",2.0,"Like the magazine, not the Kindle edition",1358208000,"01 15, 2013"
B000PATZGK,"[['Kindle Store', 'Kindle Magazines', 'News, Politics & Opinion']]","America's oldest and most widely read weekly journal of progressive political and cultural news, opinion and analysis, The Nation will not be the organ of any party, sect, or body. It will, on the contrary, make an earnest effort to bring to the discussion of political and social questions a really critical spirit, and to wage war upon the vices of violence, exaggeration, and misrepresentation by which so much of the political writing of the day is marred.The Kindle Edition of The Nation contains most articles found in the print edition, but will not include all images. For your convenience, issues are auto-delivered wirelessly to your Kindle at the same time the print edition hits the newsstand.",A2LYK1AGZ4U9L8,tbyg,"[0, 1]",i would prefer to have images and ads.  but for the price difference it is a no brainer.  going to cancel print subscription.  save trees.  give the nation difference as a donation.,4.0,excellent for kindle,1363305600,"03 15, 2013"
B000PDZG6K,"[['Books', 'Literature & Fiction'], ['Books', 'Romance', 'Contemporary'], ['Kindle Store', 'Kindle eBooks', 'Literature & Fiction', 'Contemporary Fiction', 'Romance'], ['Kindle Store', 'Kindle eBooks', 'Romance', 'Contemporary']]","Dinah McCall's heart wrenching, and poignant romance tells hero Morgan Tallchief's story. At 17, he watches the love of his life burn to death in a fire. Incapable of loving again, Morgan builds a solitary life for himself--until Kathleen walks into his home 17 years after her supposed death, bringing their love child, whom she has raised in secret. Morgan must assist Kathleen in healing her wounds, their daughter's, and his own before they can, together, fight the person who has pursued Kathleen's family for the past 20 years and forced her to hide in the federal witness protection program.",AVO9ZG14HAWQD,Debbie Rice,"[0, 0]",Tall chief where do I begin what a wonderful book Morgan Tallchief is an ex army  he's had a haired time he lives in Colorado way out where no one can find him.Enter his high school love who finds him along with her daughter. loved all the character well developed great story line.So get to reading it now!!,5.0,Must read,1397347200,"04 13, 2014"
